part_num,manufacturer,TNVED,concat_str,path_ds,id_path
RC0402FR-07150RL,YAGEO,8533100000,RC0402FR-07150RL YAGEO,M:\DataSheet\890b34cc-37fb-11ed-96e6-f8bc12505841.pdf,890b34cc-37fb-11ed-96e6-f8bc12505841
GRM1555C1H100JA01D,MURATA ELECTRONICS,8532240000,GRM1555C1H100JA01D MURATA ELECTRONICS,M:\DataSheet\e2929ec6-fec8-11ec-96e4-f8bc12505841.pdf,e2929ec6-fec8-11ec-96e4-f8bc12505841
RSQB-1121212,CCP,8536693000,RSQB-1121212 CCP,M:\DataSheet\ef34a92e-00ba-11ef-96f7-f8bc12505841.pdf,ef34a92e-00ba-11ef-96f7-f8bc12505841
MSS1038T-702NLC,COILCRAFT,8504509500,MSS1038T-702NLC COILCRAFT,M:\DataSheet\6a3ef23b-9bdb-11ed-96ea-f8bc12505841.pdf,6a3ef23b-9bdb-11ed-96ea-f8bc12505841
PX1172RH,SKYTRAQ TECHNOLOGY,8529906508,PX1172RH SKYTRAQ TECHNOLOGY,M:\DataSheet\8ab4bf48-ca4e-11ed-96ee-f8bc12505841.pdf,8ab4bf48-ca4e-11ed-96ee-f8bc12505841
221297,NEXTRONICS ENGINEERING CORP.,8517790009,221297 NEXTRONICS ENGINEERING CORP.,M:\DataSheet\3f742ca0-10f4-11ef-96f7-f8bc12505841.pdf,3f742ca0-10f4-11ef-96f7-f8bc12505841
AMG60N1200MT4,SHENZHEN YIWEISHI TECHNOLOGY,8541290000,AMG60N1200MT4 SHENZHEN YIWEISHI TECHNOLOGY,M:\DataSheet\3f97cf6e-b761-11ed-96ed-f8bc12505841.pdf,3f97cf6e-b761-11ed-96ed-f8bc12505841
RC0603FR-0791KL,YAGEO,8533100000,RC0603FR-0791KL YAGEO,M:\DataSheet\31693b7e-8dbd-11ee-96f7-f8bc12505841.pdf,31693b7e-8dbd-11ee-96f7-f8bc12505841
RC0805JR-0751KL,YAGEO,8533100000,RC0805JR-0751KL YAGEO,M:\DataSheet\0e86ed6b-c7f3-11ed-96ed-f8bc12505841.pdf,0e86ed6b-c7f3-11ed-96ed-f8bc12505841
RC0603FR-075K62L,YAGEO,8533100000,RC0603FR-075K62L YAGEO,M:\DataSheet\ec46afbe-4bd4-11ee-96f3-f8bc12505841.pdf,ec46afbe-4bd4-11ee-96f3-f8bc12505841
RC0603JR-07150RL,YAGEO,8533100000,RC0603JR-07150RL YAGEO,M:\DataSheet\0eac0bd4-c88f-11ed-96ee-f8bc12505841.pdf,0eac0bd4-c88f-11ed-96ee-f8bc12505841
C3216X7R2A105KT0L0U,TDK,8532240000,C3216X7R2A105KT0L0U TDK,M:\DataSheet\75e7fecf-fbf8-11ee-96f7-f8bc12505841.pdf,75e7fecf-fbf8-11ee-96f7-f8bc12505841
AD8604ARUZ-REEL,ANALOG DEVICES,8542339000,AD8604ARUZ-REEL ANALOG DEVICES,M:\DataSheet\479d4e47-f499-11ed-96f1-f8bc12505841.pdf,479d4e47-f499-11ed-96f1-f8bc12505841
RT1206BRD073KL,YAGEO,8533100000,RT1206BRD073KL YAGEO,M:\DataSheet\77c8798e-0956-11ef-96f7-f8bc12505841.pdf,77c8798e-0956-11ef-96f7-f8bc12505841
RNCF1206DTE3K00,YAGEO,8533100000,RNCF1206DTE3K00 YAGEO,M:\DataSheet\eefb1592-0958-11ef-96f7-f8bc12505841.pdf,eefb1592-0958-11ef-96f7-f8bc12505841
RT1206DRE0739KL,YAGEO,8533100000,RT1206DRE0739KL YAGEO,M:\DataSheet\aa639a53-0957-11ef-96f7-f8bc12505841.pdf,aa639a53-0957-11ef-96f7-f8bc12505841
RT1206DRE0782KL,YAGEO,8533100000,RT1206DRE0782KL YAGEO,M:\DataSheet\e299a49f-0957-11ef-96f7-f8bc12505841.pdf,e299a49f-0957-11ef-96f7-f8bc12505841
HJ394,HARXON,8544429007,HJ394 HARXON,M:\DataSheet\68b65ac3-021b-11ef-96f7-f8bc12505841.pdf,68b65ac3-021b-11ef-96f7-f8bc12505841
HJ379,HARXON,8544429007,HJ379 HARXON,M:\DataSheet\4ef5639a-021b-11ef-96f7-f8bc12505841.pdf,4ef5639a-021b-11ef-96f7-f8bc12505841
LT1763CDE#PBF,ANALOG DEVICES,8542399010,LT1763CDE#PBF ANALOG DEVICES,M:\DataSheet\6ea99771-fe32-11ee-96f7-f8bc12505841.pdf,6ea99771-fe32-11ee-96f7-f8bc12505841
BCP56-16.115,NEXPERIA,8541210000,BCP56-16.115 NEXPERIA,M:\DataSheet\7e571a13-3fcc-11ed-96e6-f8bc12505841.pdf,7e571a13-3fcc-11ed-96e6-f8bc12505841
FX23-120S-0.5SH,HIROSE ELECTRIC,8536693000,FX23-120S-0.5SH HIROSE ELECTRIC,M:\DataSheet\3d823b39-04a4-11ef-96f7-f8bc12505841.pdf,3d823b39-04a4-11ef-96f7-f8bc12505841
REF3012AIDBZ,TEXAS INSTRUMENTS,8542399010,REF3012AIDBZ TEXAS INSTRUMENTS,M:\DataSheet\e67d73d2-12c9-11ef-96f8-f8bc12505841.pdf,e67d73d2-12c9-11ef-96f8-f8bc12505841
"BCV29,115",NEXPERIA,8541290000,"BCV29,115 NEXPERIA",M:\DataSheet\87d7974d-0baf-11ef-96f7-f8bc12505841.pdf,87d7974d-0baf-11ef-96f7-f8bc12505841
SMBJ33A,LITTELFUSE,8541100009,SMBJ33A LITTELFUSE,M:\DataSheet\8dc38218-48af-11ee-96f3-f8bc12505841.pdf,8dc38218-48af-11ee-96f3-f8bc12505841
43025-0208,MOLEX,8538909908,43025-0208 MOLEX,M:\DataSheet\f9b864cf-959f-11ed-96ea-f8bc12505841.pdf,f9b864cf-959f-11ed-96ea-f8bc12505841
SN74HC74DR,TEXAS INSTRUMENTS,8542399010,SN74HC74DR TEXAS INSTRUMENTS,M:\DataSheet\2b192947-3b41-11ee-96f2-f8bc12505841.pdf,2b192947-3b41-11ee-96f2-f8bc12505841
"BZV55-B2V7,115",NEXPERIA,8541100009,"BZV55-B2V7,115 NEXPERIA",M:\DataSheet\7df4f7db-dac7-11ed-96ef-f8bc12505841.pdf,7df4f7db-dac7-11ed-96ef-f8bc12505841
SMAJ15A,ST MICROELECTRONICS,8541100009,SMAJ15A ST MICROELECTRONICS,M:\DataSheet\7f86e9fc-1368-11ef-96f8-f8bc12505841.pdf,7f86e9fc-1368-11ef-96f8-f8bc12505841
LM2901PWR,TEXAS INSTRUMENTS,8542339000,LM2901PWR TEXAS INSTRUMENTS,M:\DataSheet\750763a7-4022-11ee-96f2-f8bc12505841.pdf,750763a7-4022-11ee-96f2-f8bc12505841
MC78M05CDTG,ON SEMICONDUCTOR,8542399010,MC78M05CDTG ON SEMICONDUCTOR,M:\DataSheet\1f5298b9-7ada-11ed-96ea-f8bc12505841.pdf,1f5298b9-7ada-11ed-96ea-f8bc12505841
GRM155C81C225KE11D,MURATA ELECTRONICS,8532240000,GRM155C81C225KE11D MURATA ELECTRONICS,M:\DataSheet\3cd0c1d6-7e09-11ee-96f6-f8bc12505841.pdf,3cd0c1d6-7e09-11ee-96f6-f8bc12505841
4-inch GaN-on-PSS epi-wafer 450-460nm,XIAMEN LEPTON TECHNOLOGY,3818009000,4-INCH GAN-ON-PSS EPI-WAFER 450-460NM XIAMEN LEPTON TECHNOLOGY,M:\DataSheet\64fc3dd4-82d7-11ee-96f6-f8bc12505841.doc,64fc3dd4-82d7-11ee-96f6-f8bc12505841
2-inch GaN-on-PSS epi-wafer 450-460nm,XIAMEN LEPTON TECHNOLOGY,3818009000,2-INCH GAN-ON-PSS EPI-WAFER 450-460NM XIAMEN LEPTON TECHNOLOGY,M:\DataSheet\5ed13a3b-82d7-11ee-96f6-f8bc12505841.doc,5ed13a3b-82d7-11ee-96f6-f8bc12505841
GRM033R71E103KE14D,MURATA ELECTRONICS,8532240000,GRM033R71E103KE14D MURATA ELECTRONICS,M:\DataSheet\e6de6c1f-b116-11ee-96f7-f8bc12505841.pdf,e6de6c1f-b116-11ee-96f7-f8bc12505841
BSC026N04LSATMA1,INFINEON TECHNOLOGIES,8541290000,BSC026N04LSATMA1 INFINEON TECHNOLOGIES,M:\DataSheet\8db62288-74ca-11ee-96f6-f8bc12505841.pdf,8db62288-74ca-11ee-96f6-f8bc12505841
1606-7JLC,COILCRAFT,8504509500,1606-7JLC COILCRAFT,M:\DataSheet\0b796480-1fc9-11ed-96e5-f8bc12505841.pdf,0b796480-1fc9-11ed-96e5-f8bc12505841
1008HQ-18NXJRC,COILCRAFT,8504509500,1008HQ-18NXJRC COILCRAFT,M:\DataSheet\586b81c3-c007-11ee-96f7-f8bc12505841.pdf,586b81c3-c007-11ee-96f7-f8bc12505841
0908SQ-8N1JLB,COILCRAFT,8504509500,0908SQ-8N1JLB COILCRAFT,M:\DataSheet\11ebdee1-1fc4-11ed-96e5-f8bc12505841.pdf,11ebdee1-1fc4-11ed-96e5-f8bc12505841
0807SQ-17NJLB,COILCRAFT,8504509500,0807SQ-17NJLB COILCRAFT,M:\DataSheet\78095b93-1fc0-11ed-96e5-f8bc12505841.pdf,78095b93-1fc0-11ed-96e5-f8bc12505841
0807SQ-10NJLB,COILCRAFT,8504509500,0807SQ-10NJLB COILCRAFT,M:\DataSheet\0353fca2-1fc2-11ed-96e5-f8bc12505841.pdf,0353fca2-1fc2-11ed-96e5-f8bc12505841
0806SQ-12NGLB,COILCRAFT,8504509500,0806SQ-12NGLB COILCRAFT,M:\DataSheet\906fab8e-81e6-11ed-96ea-f8bc12505841.pdf,906fab8e-81e6-11ed-96ea-f8bc12505841
0039281023,MOLEX,8536693000,0039281023 MOLEX,M:\DataSheet\0651c460-f5a8-11ee-96f7-f8bc12505841.pdf,0651c460-f5a8-11ee-96f7-f8bc12505841
C1608X7R1H104K080AA,TDK,8532240000,C1608X7R1H104K080AA TDK,M:\DataSheet\0d7623fe-fc8b-11ee-96f7-f8bc12505841.pdf,0d7623fe-fc8b-11ee-96f7-f8bc12505841
GRM033R61A224KE90D,MURATA ELECTRONICS,8532240000,GRM033R61A224KE90D MURATA ELECTRONICS,M:\DataSheet\f684d291-4e24-11ed-96e6-f8bc12505841.pdf,f684d291-4e24-11ed-96e6-f8bc12505841
GRM033R61C223KE84D,MURATA ELECTRONICS,8532240000,GRM033R61C223KE84D MURATA ELECTRONICS,M:\DataSheet\5d962127-f279-11ee-96f7-f8bc12505841.pdf,5d962127-f279-11ee-96f7-f8bc12505841
ERJ-3GEYJ105V,PANASONIC,8533100000,ERJ-3GEYJ105V PANASONIC,M:\DataSheet\d7969f23-f5aa-11ee-96f7-f8bc12505841.pdf,d7969f23-f5aa-11ee-96f7-f8bc12505841
ECS-2520MVLC-540-BN-TR,ECS,8542393000,ECS-2520MVLC-540-BN-TR ECS,M:\DataSheet\402fdbcf-fb0a-11ed-96f1-f8bc12505841.pdf,402fdbcf-fb0a-11ed-96f1-f8bc12505841
KNS5W3R9JTR,WEE TECHNOLOGY ,8533210000,KNS5W3R9JTR WEE TECHNOLOGY ,M:\DataSheet\28870df6-f5e9-11ec-96e2-f8bc12505841.pdf,28870df6-f5e9-11ec-96e2-f8bc12505841
IMX335LQN-C,SONY CORP.,8542393000,IMX335LQN-C SONY CORP.,M:\DataSheet\8ac35beb-c887-11ed-96ee-f8bc12505841.pdf,8ac35beb-c887-11ed-96ee-f8bc12505841
IMX662-AAQR-C,SONY CORP.,8542393000,IMX662-AAQR-C SONY CORP.,M:\DataSheet\d37ad777-edc8-11ee-96f7-f8bc12505841.pdf,d37ad777-edc8-11ee-96f7-f8bc12505841
IMX327LQR-C,SONY CORP.,8542393000,IMX327LQR-C SONY CORP.,M:\DataSheet\e50c548f-ccb0-11ee-96f7-f8bc12505841.pdf,e50c548f-ccb0-11ee-96f7-f8bc12505841
DG403DY-T1-E3,VISHAY,8542399010,DG403DY-T1-E3 VISHAY,M:\DataSheet\bac0ef56-04a2-11ef-96f7-f8bc12505841.pdf,bac0ef56-04a2-11ef-96f7-f8bc12505841
BLM15EX121SN1D,MURATA ELECTRONICS,8504509500,BLM15EX121SN1D MURATA ELECTRONICS,M:\DataSheet\ddafcf0c-7ef3-11ee-96f6-f8bc12505841.pdf,ddafcf0c-7ef3-11ee-96f6-f8bc12505841
HMC951BLP4ETR,ANALOG DEVICES,8542399010,HMC951BLP4ETR ANALOG DEVICES,M:\DataSheet\8652d2bc-0213-11ef-96f7-f8bc12505841.pdf,8652d2bc-0213-11ef-96f7-f8bc12505841
TEN 5-2411,TRACO POWER,8504409100,TEN 5-2411 TRACO POWER,M:\DataSheet\ac840591-78b9-11ee-96f6-f8bc12505841.pdf,ac840591-78b9-11ee-96f6-f8bc12505841
TES 5-2423,TRACO POWER,8504409100,TES 5-2423 TRACO POWER,M:\DataSheet\58efb0fe-c72c-11ed-96ed-f8bc12505841.pdf,58efb0fe-c72c-11ed-96ed-f8bc12505841
PLT0805Z1001AST5,VISHAY,8533100000,PLT0805Z1001AST5 VISHAY,M:\DataSheet\29bc75fd-11d6-11ef-96f7-f8bc12505841.pdf,29bc75fd-11d6-11ef-96f7-f8bc12505841
600L0R1BT200T,KYOCERA,8532240000,600L0R1BT200T KYOCERA,M:\DataSheet\4234e253-7e16-11ee-96f6-f8bc12505841.pdf,4234e253-7e16-11ee-96f6-f8bc12505841
TP-USS-B04-TB01-95,DECIGN,8536693000,TP-USS-B04-TB01-95 DECIGN,M:\DataSheet\dfccbcac-98e6-11ee-96f7-f8bc12505841.pdf,dfccbcac-98e6-11ee-96f7-f8bc12505841
ADG1607BRUZ,ANALOG DEVICES,8542399010,ADG1607BRUZ ANALOG DEVICES,M:\DataSheet\3841308d-12c0-11ef-96f8-f8bc12505841.pdf,3841308d-12c0-11ef-96f8-f8bc12505841
LM555CMX/NOPB,TEXAS INSTRUMENTS,8542399010,LM555CMX/NOPB TEXAS INSTRUMENTS,M:\DataSheet\21e7f6ca-1102-11ef-96f7-f8bc12505841.pdf,21e7f6ca-1102-11ef-96f7-f8bc12505841
OP2177ARZ-REEL,ANALOG DEVICES,8542339000,OP2177ARZ-REEL ANALOG DEVICES,M:\DataSheet\f2b8d412-11e6-11ef-96f7-f8bc12505841.pdf,f2b8d412-11e6-11ef-96f7-f8bc12505841
RC0402FR-071K6L,YAGEO,8533100000,RC0402FR-071K6L YAGEO,M:\DataSheet\e00fbe16-7a2b-11ee-96f6-f8bc12505841.pdf,e00fbe16-7a2b-11ee-96f6-f8bc12505841
RC0402FR-0736RL,YAGEO,8533100000,RC0402FR-0736RL YAGEO,M:\DataSheet\b3cee4f6-94f3-11ee-96f7-f8bc12505841.pdf,b3cee4f6-94f3-11ee-96f7-f8bc12505841
RC0402FR-0790K9L,YAGEO,8533100000,RC0402FR-0790K9L YAGEO,M:\DataSheet\32eaabc6-50af-11ee-96f3-f8bc12505841.pdf,32eaabc6-50af-11ee-96f3-f8bc12505841
TL7660IDR,TEXAS INSTRUMENTS,8542399010,TL7660IDR TEXAS INSTRUMENTS,M:\DataSheet\0a0ef90f-e298-11ed-96f0-f8bc12505841.pdf,0a0ef90f-e298-11ed-96f0-f8bc12505841
AD8400ARZ10-REEL,ANALOG DEVICES,8542399010,AD8400ARZ10-REEL ANALOG DEVICES,M:\DataSheet\a97d0e3a-0ba9-11ef-96f7-f8bc12505841.pdf,a97d0e3a-0ba9-11ef-96f7-f8bc12505841
GRM2165C1H221GA01D,MURATA ELECTRONICS,8532240000,GRM2165C1H221GA01D MURATA ELECTRONICS,M:\DataSheet\9e5d81e9-11e4-11ef-96f7-f8bc12505841.pdf,9e5d81e9-11e4-11ef-96f7-f8bc12505841
1-1586039-2,TE CONNECTIVITY,8536693000,1-1586039-2 TE CONNECTIVITY,M:\DataSheet\92df65eb-935b-11ee-96f7-f8bc12505841.pdf,92df65eb-935b-11ee-96f7-f8bc12505841
TRS4020S12M-F.4W.C.W(10),STK ELECTRONIC,8414592000,TRS4020S12M-F.4W.C.W(10) STK ELECTRONIC,M:\DataSheet\506b9fe6-b9c8-11ee-96f7-f8bc12505841.pdf,506b9fe6-b9c8-11ee-96f7-f8bc12505841
TRS8025B12SH-F.4W.C.Q(10),STK ELECTRONIC,8414592000,TRS8025B12SH-F.4W.C.Q(10) STK ELECTRONIC,M:\DataSheet\54886dcc-a009-11ee-96f7-f8bc12505841.pdf,54886dcc-a009-11ee-96f7-f8bc12505841
MG-GNSS-RT6001A,"SHENZHEN TONGXUN PRECISION TECHNOLOGY CO.,LTD",8529106909,"MG-GNSS-RT6001A SHENZHEN TONGXUN PRECISION TECHNOLOGY CO.,LTD",M:\DataSheet\f898a207-bab1-11ee-96f7-f8bc12505841.pdf,f898a207-bab1-11ee-96f7-f8bc12505841
SWR25X-NRTC-S04-RB-BA,SULLINS,8536693000,SWR25X-NRTC-S04-RB-BA SULLINS,M:\DataSheet\8529b9d1-0abd-11ee-96f2-f8bc12505841.pdf,8529b9d1-0abd-11ee-96f2-f8bc12505841
REX012864KGPP3N00000,RAYSTAR OPTRONICS,8531202000,REX012864KGPP3N00000 RAYSTAR OPTRONICS,M:\DataSheet\958f1657-fe35-11ee-96f7-f8bc12505841.pdf,958f1657-fe35-11ee-96f7-f8bc12505841
75LB-LP-10000-15000,AINFO,7616999008,75LB-LP-10000-15000 AINFO,M:\DataSheet\f709f5be-f321-11ee-96f7-f8bc12505841.pdf,f709f5be-f321-11ee-96f7-f8bc12505841
51LB-LP-15000-22000,AINFO,7616999008,51LB-LP-15000-22000 AINFO,M:\DataSheet\fdc82688-f321-11ee-96f7-f8bc12505841.pdf,fdc82688-f321-11ee-96f7-f8bc12505841
CC0402KRX7R8BB473,YAGEO,8532240000,CC0402KRX7R8BB473 YAGEO,M:\DataSheet\7550aa19-77c6-11ee-96f6-f8bc12505841.pdf,7550aa19-77c6-11ee-96f6-f8bc12505841
RC0201JR-0733RL,YAGEO,8533100000,RC0201JR-0733RL YAGEO,M:\DataSheet\df15a513-7a37-11ee-96f6-f8bc12505841.pdf,df15a513-7a37-11ee-96f6-f8bc12505841
RC0201JR-0710RL,YAGEO,8533100000,RC0201JR-0710RL YAGEO,M:\DataSheet\38527b53-7a2e-11ee-96f6-f8bc12505841.pdf,38527b53-7a2e-11ee-96f6-f8bc12505841
76866-1015,MOLEX,8536693000,76866-1015 MOLEX,M:\DataSheet\cbb0cbc5-3d69-11ed-96e6-f8bc12505841.pdf,cbb0cbc5-3d69-11ed-96e6-f8bc12505841
SPU0410HR5H-PB-7,KNOWLES ELECTRONICS INC.,8542393000,SPU0410HR5H-PB-7 KNOWLES ELECTRONICS INC.,M:\DataSheet\890d03de-1139-11ef-96f7-f8bc12505841.pdf,890d03de-1139-11ef-96f7-f8bc12505841
FB201209A121-LRH,PDC,8504509500,FB201209A121-LRH PDC,M:\DataSheet\c8b410cb-036c-11ee-96f1-f8bc12505841.pdf,c8b410cb-036c-11ee-96f1-f8bc12505841
LPJEF102C-MGNL,LINK-PP,8536693000,LPJEF102C-MGNL LINK-PP,M:\DataSheet\89f7fc06-d9fa-11ed-96ef-f8bc12505841.pdf,89f7fc06-d9fa-11ed-96ef-f8bc12505841
TPS62140RGTR,TEXAS INSTRUMENTS,8542399010,TPS62140RGTR TEXAS INSTRUMENTS,M:\DataSheet\6124fe6e-9665-11ed-96ea-f8bc12505841.pdf,6124fe6e-9665-11ed-96ea-f8bc12505841
TLA2528IRTER,TEXAS INSTRUMENTS,8542399010,TLA2528IRTER TEXAS INSTRUMENTS,M:\DataSheet\cfa405e6-fcbc-11ee-96f7-f8bc12505841.pdf,cfa405e6-fcbc-11ee-96f7-f8bc12505841
HSMP-3814-TR1G,AVAGO,8541100009,HSMP-3814-TR1G AVAGO,M:\DataSheet\79a1d10c-6ff7-11ed-96ea-f8bc12505841.pdf,79a1d10c-6ff7-11ed-96ea-f8bc12505841
PCI-TN98-BX2-A01,DECIGN,8536693000,PCI-TN98-BX2-A01 DECIGN,M:\DataSheet\c40252da-0c78-11ef-96f7-f8bc12505841.pdf,c40252da-0c78-11ef-96f7-f8bc12505841
LM2941S/NOPB,TEXAS INSTRUMENTS,8542399010,LM2941S/NOPB TEXAS INSTRUMENTS,M:\DataSheet\6f8a921b-ef26-11ed-96f1-f8bc12505841.pdf,6f8a921b-ef26-11ed-96f1-f8bc12505841
LM2991S/NOPB,TEXAS INSTRUMENTS,8542399010,LM2991S/NOPB TEXAS INSTRUMENTS,M:\DataSheet\b040ca13-afc6-11ee-96f7-f8bc12505841.pdf,b040ca13-afc6-11ee-96f7-f8bc12505841
RC0805FR-071K5L,YAGEO,8533100000,RC0805FR-071K5L YAGEO,M:\DataSheet\5c62b393-9bbb-11ed-96ea-f8bc12505841.pdf,5c62b393-9bbb-11ed-96ea-f8bc12505841
HF115F/024-1Z3BF,HONGFA,8536490000,HF115F/024-1Z3BF HONGFA,M:\DataSheet\d275a0b4-d530-11ed-96ef-f8bc12505841.pdf,d275a0b4-d530-11ed-96ef-f8bc12505841
CC0805KRX7R9BB104,YAGEO,8532240000,CC0805KRX7R9BB104 YAGEO,M:\DataSheet\6cc660f6-d1d8-11ec-96e1-f8bc12505841.pdf,6cc660f6-d1d8-11ec-96e1-f8bc12505841
ACOF10091,AICO ELECTRONICS LIMITED,9002190000,ACOF10091 AICO ELECTRONICS LIMITED,M:\DataSheet\e1f18eb8-128b-11ef-96f8-f8bc12505841.jpg,e1f18eb8-128b-11ef-96f8-f8bc12505841
ACOF10095,AICO ELECTRONICS LIMITED,9002190000,ACOF10095 AICO ELECTRONICS LIMITED,M:\DataSheet\03800f06-128d-11ef-96f8-f8bc12505841.jpg,03800f06-128d-11ef-96f8-f8bc12505841
SMAJ22CA,LITTELFUSE,8541100009,SMAJ22CA LITTELFUSE,M:\DataSheet\9a09315f-8128-11ed-96ea-f8bc12505841.pdf,9a09315f-8128-11ed-96ea-f8bc12505841
CC0805JRX7R9BB104,YAGEO,8532240000,CC0805JRX7R9BB104 YAGEO,M:\DataSheet\3802a953-98c1-11ed-96ea-f8bc12505841.pdf,3802a953-98c1-11ed-96ea-f8bc12505841
T494D107M010ATAUTO,KEMET ELECTRONICS,8532210000,T494D107M010ATAUTO KEMET ELECTRONICS,M:\DataSheet\49608f8c-11cd-11ef-96f7-f8bc12505841.pdf,49608f8c-11cd-11ef-96f7-f8bc12505841
WP914CK/4GDT,KINGBRIGHT,8541410004,WP914CK/4GDT KINGBRIGHT,M:\DataSheet\6494cf5d-8102-11ed-96ea-f8bc12505841.pdf,6494cf5d-8102-11ed-96ea-f8bc12505841
HXH773,HISIWELL,8542399010,HXH773 HISIWELL,M:\DataSheet\b52c130a-03a5-11ef-96f7-f8bc12505841.pdf,b52c130a-03a5-11ef-96f7-f8bc12505841
HXH321,HISIWELL,8542339000,HXH321 HISIWELL,M:\DataSheet\ae8339cb-03a5-11ef-96f7-f8bc12505841.pdf,ae8339cb-03a5-11ef-96f7-f8bc12505841
16YXF100MEFC6.3X11,RUBYCON,8532220000,16YXF100MEFC6.3X11 RUBYCON,M:\DataSheet\7b10cdab-0b9e-11ef-96f7-f8bc12505841.pdf,7b10cdab-0b9e-11ef-96f7-f8bc12505841
10YXM220MEFR6.3X11,RUBYCON,8532220000,10YXM220MEFR6.3X11 RUBYCON,M:\DataSheet\1d41928b-0b9d-11ef-96f7-f8bc12505841.pdf,1d41928b-0b9d-11ef-96f7-f8bc12505841
ERA-8AEB4021V,PANASONIC,8533100000,ERA-8AEB4021V PANASONIC,M:\DataSheet\faff77fe-0b9e-11ef-96f7-f8bc12505841.pdf,faff77fe-0b9e-11ef-96f7-f8bc12505841
RT1206DRE0712KL,YAGEO,8533100000,RT1206DRE0712KL YAGEO,M:\DataSheet\225ce3e4-0957-11ef-96f7-f8bc12505841.pdf,225ce3e4-0957-11ef-96f7-f8bc12505841
50YXM47MEFR6.3X11,RUBYCON,8532220000,50YXM47MEFR6.3X11 RUBYCON,M:\DataSheet\927a77ad-0ba0-11ef-96f7-f8bc12505841.pdf,927a77ad-0ba0-11ef-96f7-f8bc12505841
10YXF220MEFC6.3X11,RUBYCON,8532220000,10YXF220MEFC6.3X11 RUBYCON,M:\DataSheet\4fd00459-0b9c-11ef-96f7-f8bc12505841.pdf,4fd00459-0b9c-11ef-96f7-f8bc12505841
RT1206BRD07665RL,YAGEO,8533100000,RT1206BRD07665RL YAGEO,M:\DataSheet\8be6d6de-0956-11ef-96f7-f8bc12505841.pdf,8be6d6de-0956-11ef-96f7-f8bc12505841
ERA-8AEB1822V,PANASONIC,8533100000,ERA-8AEB1822V PANASONIC,M:\DataSheet\5be52da1-0b9f-11ef-96f7-f8bc12505841.pdf,5be52da1-0b9f-11ef-96f7-f8bc12505841
16YXM47MEFR5X11,RUBYCON,8532220000,16YXM47MEFR5X11 RUBYCON,M:\DataSheet\4325ac07-0b9f-11ef-96f7-f8bc12505841.pdf,4325ac07-0b9f-11ef-96f7-f8bc12505841
IM03GR,TE CONNECTIVITY,8536490000,IM03GR TE CONNECTIVITY,M:\DataSheet\0269955c-0d06-11ef-96f7-f8bc12505841.pdf,0269955c-0d06-11ef-96f7-f8bc12505841
35YXF47MEFC6.3X11,RUBYCON,8532220000,35YXF47MEFC6.3X11 RUBYCON,M:\DataSheet\dacec1e8-0b9e-11ef-96f7-f8bc12505841.pdf,dacec1e8-0b9e-11ef-96f7-f8bc12505841
ERA-8AEB620V,PANASONIC,8533100000,ERA-8AEB620V PANASONIC,M:\DataSheet\eab9d19d-0b9c-11ef-96f7-f8bc12505841.pdf,eab9d19d-0b9c-11ef-96f7-f8bc12505841
ERA-8AEB4872V,PANASONIC,8533100000,ERA-8AEB4872V PANASONIC,M:\DataSheet\ae74070b-0b9e-11ef-96f7-f8bc12505841.pdf,ae74070b-0b9e-11ef-96f7-f8bc12505841
RT1206DRE0720KL,YAGEO,8533100000,RT1206DRE0720KL YAGEO,M:\DataSheet\6d2ca241-0957-11ef-96f7-f8bc12505841.pdf,6d2ca241-0957-11ef-96f7-f8bc12505841
DKF203B10,AMPHENOL,8533401000,DKF203B10 AMPHENOL,M:\DataSheet\af6064ea-0c3d-11ef-96f7-f8bc12505841.pdf,af6064ea-0c3d-11ef-96f7-f8bc12505841
3296X-1-504LF,BOURNS,8533401000,3296X-1-504LF BOURNS,M:\DataSheet\7a43337a-0957-11ef-96f7-f8bc12505841.pdf,7a43337a-0957-11ef-96f7-f8bc12505841
281742-4,TE CONNECTIVITY,8536693000,281742-4 TE CONNECTIVITY,M:\DataSheet\cc7a9551-0ba1-11ef-96f7-f8bc12505841.pdf,cc7a9551-0ba1-11ef-96f7-f8bc12505841
RR1220Q-100-D,SUSUMU CO. LTD.,8533100000,RR1220Q-100-D SUSUMU CO. LTD.,M:\DataSheet\66d64169-38dd-11ed-96e6-f8bc12505841.pdf,66d64169-38dd-11ed-96e6-f8bc12505841
UPD720201K8-701-BAC-A,RENESAS,8542399010,UPD720201K8-701-BAC-A RENESAS,M:\DataSheet\76ea1fd6-7d4b-11ee-96f6-f8bc12505841.pdf,76ea1fd6-7d4b-11ee-96f6-f8bc12505841
600L5R6CT200T,KYOCERA,8532240000,600L5R6CT200T KYOCERA,M:\DataSheet\160e3bac-0498-11ef-96f7-f8bc12505841.pdf,160e3bac-0498-11ef-96f7-f8bc12505841
600L2R7BW200T,KYOCERA,8532240000,600L2R7BW200T KYOCERA,M:\DataSheet\36a0576d-0497-11ef-96f7-f8bc12505841.pdf,36a0576d-0497-11ef-96f7-f8bc12505841
600L1R6BW200T,KYOCERA,8532240000,600L1R6BW200T KYOCERA,M:\DataSheet\f8f019bc-0496-11ef-96f7-f8bc12505841.pdf,f8f019bc-0496-11ef-96f7-f8bc12505841
